value
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
3
4
4
4
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
2
2
2
1
1
1
2
2
2
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
3
2
2
3
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
3
3
2
3
3
3
3
3
2
2
3
3
3
2
2
3
3
3
3
2
2
3
3
2
2
2
1
0
1
1
1
0
1
1
1
1
1
1
1
2
4095
0
650
818
771
624
495
388
257
157
45
9175040
24707072
30277632
31719424
32112640
30736384
26869760
24510464
22282240
20447232
18219008
16515072
15073280
13303808
12058624
10944512
9699328
8781824
7929856
7012352
1245184
5767168
5177344
4653056
4325376
3801088
0
24641536
702
1024
1077
1033
923
758
609
416
110
15597568
31588352
32178176
32243712
31784960
30343168
25624576
23986176
21692416
19791872
17301504
16252928
14352384
12517376
11141120
10420224
9043968
8519680
7405568
6488064
6094848
5308416
4653056
4325376
3735552
35586048
599
845
911
878
742
578
342
118
8388608
22806528
31653888
32243712
32440320
28377088
25821184
23920640
34340864
19988480
18087936
16318464
14811136
13303808
11796480
10747904
9568256
8519680
7667712
6881280
6291456
5636096
4095
131072
495
707
641
534
358
232
110
2162688
11534336
20971520
30539776
32178176
34144256
27656192
24772608
22675456
21168128
18743296
16908288
15466496
13631488
12255232
11206656
9830400
8847360
8060928
6815744
6422528
5898240
35717120
227
588
650
597
470
381
294
181
79
3670016
13107200
26476544
31326208
31784960
33292288
27262976
26935296
22216704
20578304
18808832
16580608
15073280
13697024
11993088
10944512
9830400
8650752
7864320
7077888
6160384
5636096
5111808
35323904
433
641
674
645
500
379
243
58
7602176
18481152
29294592
31260672
32636928
31916032
26476544
24117248
22347776
20447232
18087936
16187392
9175040
13041664
11665408
10551296
9306112
8388608
7536640
6619136
6029312
5439488
4718592
4325376
3866624
3407872
3080192
2818048
2555904
2359296
2097152
1900544
1769472
1572864
1376256
1310720
1179648
1048576
2828
196608
223
339
321
267
194
124
26
4784128
13762560
21954560
28114944
30408704
30801920
26411008
22872064
21168128
19464192
16973824
15138816
13631488
11862016
10616832
9568256
8323072
7405568
6750208
5832704
5242880
4784128
4128768
3735552
3342336
2949120
2686976
2424832
2097152
2162688
1769472
1572864
1441792
1310720
1114112
1048576
917504
786432
720896
655360
589824
